Phone Number,Age,Income,Location,Policy Preference,Steps,Heart Rate,Sleep Hours,Activity Level,CIBIL Score,Savings,Browsing History,Policy Purchased,Life Stage,Financial Goal,Risk Appetite,Policy Tenure,Premium Amount
911489315305,34,1483172,Jamshedpur,Term Insurance,2711,64,6.5,High,824,345535.5493529587,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,High,8,41032
7295188718,48,820683,Jabalpur,Term Insurance,8645,54,5.1,High,471,125448.2824150742,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
3668420280,58,389581,Amroha,Term Insurance,10787,91,6.0,Low,485,110315.41603526288,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
912600840206,61,979609,Chinsurah,Term Insurance,13151,84,8.9,Low,353,148252.35422089286,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,12,11234
914971087485,67,1315775,Deoghar,Term Insurance,3930,81,6.3,High,681,217023.78435947356,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
911106209516,26,789145,Dehradun,ULIP,3321,73,9.3,Low,469,179641.66909700423,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,22,12029
913529796606,45,1698522,Raipur,Term Insurance,5361,62,7.1,High,816,357757.3607139255,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,High,16,28426
5154528325,28,1928818,Vasai-Virar,ULIP,5322,86,9.5,High,677,336402.0848317844,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,19,11691
914382655568,61,900006,Kurnool,Term Insurance,5463,85,6.5,Medium,895,108753.36693437984,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
911469271373,50,1908633,Giridih,Term Insurance,9513,88,6.7,Low,784,270657.69786618755,Fitness Tips,ULIP,Retiree,Wealth Creation,High,6,6419
7459962030,24,1622861,Kanpur,ULIP,6115,60,8.0,High,677,460279.8832364446,Fitness Tips,ULIP,Young Professional,Wealth Creation,Medium,8,12991
912404526242,63,383211,Chandigarh,Term Insurance,2600,65,8.7,High,729,103828.7388821783,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
393692336,59,1984488,Motihari,Term Insurance,9914,69,7.9,High,862,548853.6904529434,Retirement Planning,None,Retiree,Wealth Creation,High,0,0
918525524108,49,1863926,Madanapalle,Term Insurance,5763,99,6.6,Medium,802,203862.69173697132,Health Blogs,None,Middle-Aged,Wealth Creation,High,0,0
8030240977,30,747526,Rohtak,Term Insurance,6059,60,6.2,Medium,498,80273.28732456898,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Low,8,31820
914534772988,30,1661865,Raichur,Term Insurance,2909,82,6.6,Medium,795,447228.1524107866,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,High,21,16338
3769978488,25,1633138,Narasaraopet,ULIP,7436,98,5.8,Low,326,176684.6807190804,Retirement Planning,ULIP,Young Professional,Wealth Creation,Medium,2,35320
7245048118,57,1875005,Guntakal,Term Insurance,13775,106,9.2,Low,568,408955.5621950246,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,28,8783
917459736538,49,988323,Mahbubnagar,Term Insurance,8087,94,4.8,Medium,315,155844.7255371998,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,5,45406
4338028970,53,1247092,Avadi,Term Insurance,5624,88,6.2,Low,607,253672.4148933108,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,9,22863
4115922581,24,457491,Madurai,ULIP,7042,80,8.3,High,536,110988.11889593113,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
915697543576,39,559354,Suryapet,Term Insurance,3190,53,6.9,High,759,96459.71347615542,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Low,13,20405
919617239147,35,759164,Bihar Sharif,Term Insurance,9608,73,7.8,High,707,166797.16465373363,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,2,20113
915425261701,65,843541,Ambarnath,Term Insurance,6945,82,8.2,High,619,241486.23687126447,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,25,9561
2077911034,41,909421,Mumbai,Term Insurance,7287,61,3.8,Medium,796,252153.5282954899,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,High,13,12960
917155625290,28,1002500,Delhi,ULIP,11662,74,5.8,High,493,104853.73501224948,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
6649609609,51,1782264,Bhalswa Jahangir Pur,Term Insurance,12570,85,5.4,High,790,456657.8451009616,Retirement Planning,None,Retiree,Wealth Creation,High,0,0
7813463201,44,353115,Surat,Term Insurance,2521,87,6.3,Medium,338,36690.72692742537,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Low,3,44616
3441246720,46,594068,Varanasi,Term Insurance,14066,79,7.1,Medium,689,78144.84135316363,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Low,2,9422
2540773221,22,1157535,Ranchi,ULIP,9965,83,6.4,Low,593,171265.04721649017,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,7,36930
5272771889,31,1161361,Raichur,Term Insurance,4364,56,5.2,High,774,250994.17223371184,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,High,1,17353
5156543945,46,792200,Madhyamgram,Term Insurance,10506,78,6.8,High,818,222920.15125494148,Retirement Planning,None,Middle-Aged,Wealth Creation,High,0,0
4067267371,19,835784,Warangal,ULIP,5894,65,9.3,High,567,117052.318725319,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
691518256,36,1892185,Dindigul,Term Insurance,6859,79,7.4,High,795,552351.8473789217,Health Blogs,None,Middle-Aged,Wealth Creation,High,0,0
214274585,32,628869,Kulti,Term Insurance,9852,51,5.1,High,653,84357.861668375,Fitness Tips,None,Middle-Aged,Wealth Creation,Low,0,0
1124904270,66,1058880,Hapur,Term Insurance,7215,108,9.3,Low,514,281420.62097267515,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,2,49727
936922121,56,1016054,Guna,Term Insurance,5891,71,6.1,High,513,162659.3962126248,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,5,21700
912406993690,41,1782050,Amravati,Term Insurance,12534,97,6.8,Medium,762,478483.83631337486,Fitness Tips,None,Middle-Aged,Wealth Creation,High,0,0
912845893601,57,876131,Begusarai,Term Insurance,14797,71,3.9,High,326,107320.49014211987,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
9579954835,21,1897515,Rajpur Sonarpur,ULIP,2818,71,6.1,High,777,415980.9346844631,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,High,7,35768
2469368840,33,327008,Adoni,Term Insurance,9706,89,6.5,Medium,557,46844.78092098107,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Low,14,17938
910933213921,45,1338896,Mango,Term Insurance,13052,84,5.5,Medium,626,357023.8227999888,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,7,23658
5889737564,19,329972,Raichur,ULIP,10264,92,7.3,Medium,361,98727.23881292329,Health Blogs,None,Young Professional,Wealth Creation,Low,0,0
7028449292,24,1553138,Gandhinagar,ULIP,6011,96,7.0,Medium,373,233812.61013163804,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,25,34052
3019383516,44,886354,Surendranagar Dudhrej,Term Insurance,6725,88,8.1,Medium,882,160794.52396442136,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,9,20624
913596484143,25,1474468,Madanapalle,ULIP,6782,71,7.3,High,764,156505.92870040957,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,11,22318
81060616,59,1295319,Ahmedabad,Term Insurance,12612,65,5.0,Medium,502,272446.8232398341,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,9,38297
910211604783,69,1201443,Satara,Term Insurance,5871,75,6.8,Medium,400,282207.57447904715,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
4106435514,25,897592,Panvel,ULIP,3722,60,8.1,Medium,654,176008.35337096278,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
2760188167,20,1900009,Jalna,ULIP,4541,102,7.1,Low,857,375856.8419702834,Health Blogs,Pension Plan,Young Professional,Wealth Creation,High,21,37989
3964837366,29,972130,Bhatpara,ULIP,14953,75,8.9,Low,526,136706.57232733077,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,25,48873
4451455347,68,1719675,Rajahmundry,Term Insurance,3028,75,6.4,High,700,219873.40178971784,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,6,38787
4591647568,29,659434,Orai,ULIP,14495,81,4.3,Low,425,122477.53992881103,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
913447498533,26,1038151,Sambhal,ULIP,3943,92,6.9,Medium,645,241048.77654766644,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,7,20515
1649665559,27,1674439,Korba,ULIP,7031,61,10.6,High,515,224723.18300023093,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
3201650223,27,420657,Tenali,ULIP,8990,83,7.4,Medium,783,118919.46228634546,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
6284663430,46,647914,Dhule,Term Insurance,8140,108,7.4,Low,319,96198.97694530356,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Low,7,27962
3826914175,50,1179153,Tenali,Term Insurance,7428,81,8.6,Medium,756,198750.9847681991,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,27,49541
3820555408,55,796977,Karaikudi,Term Insurance,11029,90,6.0,Medium,518,195924.3106706184,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,26,33291
917298111553,50,804403,Machilipatnam,Term Insurance,8416,83,5.9,Medium,783,217313.5564629392,Retirement Planning,None,Retiree,Wealth Creation,High,0,0
918772579288,37,815443,Pudukkottai,Term Insurance,6322,84,6.2,Medium,440,178248.0115134888,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,6,25448
3291633556,39,1153081,Surat,Term Insurance,6487,83,10.8,Low,308,257142.14620509985,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,9,18449
8709508778,46,791508,Mehsana,Term Insurance,5637,105,8.2,Low,575,191818.69712977172,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
914991903728,64,1267760,Morena,Term Insurance,11283,99,6.0,Low,383,250437.45965283012,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,25,33856
910222626547,28,374642,Mehsana,ULIP,11760,75,8.2,High,824,68402.43488579047,Retirement Planning,None,Young Professional,Wealth Creation,Low,0,0
9552174225,44,1046472,Dewas,Term Insurance,6045,80,4.8,High,321,142528.86987345424,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,22,6122
6871472460,32,760155,Bhind,Term Insurance,2606,95,7.1,Low,499,99466.3720597582,Retirement Planning,None,Middle-Aged,Wealth Creation,Low,0,0
912123928309,19,1123542,Raurkela Industrial Township,ULIP,12046,83,5.4,Medium,745,187831.65349806595,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,23,25859
916044365003,62,1456027,Madhyamgram,Term Insurance,14075,80,8.0,Low,553,210027.81411081136,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,1,6245
913757243374,22,1482588,Berhampore,ULIP,8720,84,7.5,Low,510,371260.35908302455,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,5,16037
915705683087,54,574583,Shimoga,Term Insurance,2954,79,8.7,Medium,730,128556.18457753849,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,18,41331
916079107106,62,930642,Ozhukarai,Term Insurance,4308,61,6.8,High,870,132604.02136421323,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,5,21515
6396174059,59,1282416,Navi Mumbai,Term Insurance,13408,84,6.8,Medium,824,133941.38422755792,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,15,41403
911879613484,59,1387546,Coimbatore,Term Insurance,3491,65,8.0,Medium,359,405312.3174435616,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,6,8234
914081005267,38,1391617,Jalandhar,Term Insurance,12424,81,5.4,High,312,312241.44995374145,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,2,21799
4445701222,21,365004,Madhyamgram,ULIP,6278,64,5.4,Medium,616,40055.18761636342,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Low,26,14976
6106901059,69,1331594,Hazaribagh,Term Insurance,14384,76,5.8,High,459,388469.45758557593,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
3680667522,25,1531493,South Dumdum,ULIP,2757,89,7.6,Low,698,246694.3934421694,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,5,20466
3687178995,68,1028084,Mysore,Term Insurance,12118,84,8.2,High,593,124771.00145835817,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
917816521965,47,1334921,Bangalore,Term Insurance,5319,61,6.4,High,601,176081.8661924742,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,9,44365
5618480900,37,1686422,Ahmedabad,Term Insurance,2217,62,6.2,Medium,784,503266.2724263807,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,High,11,20690
911807371837,20,1552438,Silchar,ULIP,11861,90,5.3,Low,734,210602.58946615164,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
917610553481,22,1396938,Ghaziabad,ULIP,14378,86,9.0,Low,407,268135.0730570097,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
7892896869,60,1822919,Machilipatnam,Term Insurance,8310,105,7.5,Low,301,526324.3848210158,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,10,12324
915475156506,42,1458458,Durgapur,Term Insurance,5675,56,3.7,High,744,415993.49757027655,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,10,46144
919808185034,57,1841828,Varanasi,Term Insurance,14087,108,7.5,Low,750,212243.943113294,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,12,26822
2438761213,34,1204382,Chinsurah,Term Insurance,9526,59,7.0,High,598,239693.1024774946,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,9,18567
557957004,26,1348552,Bhubaneswar,ULIP,5277,65,8.0,Medium,727,360959.7012601344,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
919929501960,30,1303426,Kurnool,Term Insurance,3758,64,6.2,High,386,252620.59579966485,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
3108724201,38,1173300,Junagadh,Term Insurance,12161,103,7.0,Low,322,119425.41749697192,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
914406530679,48,686351,Hubli–Dharwad,Term Insurance,9568,79,8.9,Low,512,171146.36118257663,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,7,32790
3100953191,21,1572866,Morbi,ULIP,7546,106,5.0,Low,329,166988.47566719953,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,13,26924
910393281817,54,1717742,Jehanabad,Term Insurance,2986,70,9.8,Low,736,422200.7958883559,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
502565068,34,932046,Bongaigaon,Term Insurance,7060,72,6.4,High,434,263541.4468504385,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,29,15512
4999101424,53,850630,Bhalswa Jahangir Pur,Term Insurance,7951,87,5.7,High,642,219855.28915523505,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,13,43617
912797981101,46,948563,Hosur,Term Insurance,8087,78,9.1,Medium,878,102965.280603658,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,8,36195
917438683232,57,419063,Bulandshahr,Term Insurance,9924,84,6.6,Medium,313,42884.27158051471,Retirement Planning,ULIP,Retiree,Wealth Creation,Low,15,36633
3159543755,26,1130871,Ujjain,ULIP,11152,76,6.6,Medium,721,292310.06743148115,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,5,26291
1636062706,60,401222,Gurgaon,Term Insurance,10486,71,8.5,High,800,105536.33098493503,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,4,31378
917051124503,67,1856199,Kakinada,Term Insurance,9392,55,3.8,High,607,545645.5800920293,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,26,45528
3254960006,31,1633874,Akola,Term Insurance,10735,50,8.5,High,547,289530.3171490485,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,9,26656
912679420644,61,1613592,Khora ,Term Insurance,2336,92,9.2,Low,557,302010.5161380948,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,28,21150
4823921264,59,1935699,Kota,Term Insurance,10213,90,6.0,Low,646,496727.9139070967,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
918617008468,57,1606785,Tadepalligudem,Term Insurance,10676,57,7.6,High,532,274802.86593499687,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
6646366489,27,1236385,Chandigarh,ULIP,10211,79,8.6,High,301,287994.97696670674,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
2558448104,67,1602578,Mangalore,Term Insurance,11788,97,5.5,Medium,436,168633.1016912466,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,7,8726
6617074588,47,1190297,Jhansi,Term Insurance,10264,83,5.4,High,775,266924.4814414225,Fitness Tips,None,Middle-Aged,Wealth Creation,High,0,0
8468934139,54,512555,Ambala,Term Insurance,5542,55,4.6,High,488,89341.04894449047,Retirement Planning,None,Retiree,Wealth Creation,Low,0,0
911029683735,44,529126,Rourkela,Term Insurance,8234,70,6.5,Medium,644,78923.11929310416,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Low,7,5690
8276842496,24,1888992,Udupi,ULIP,10018,85,7.9,High,592,405223.8310075359,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,14,38927
1869848334,24,760732,Chinsurah,ULIP,8711,91,10.1,Medium,753,116166.58413800562,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
7179035928,23,747830,Haridwar,ULIP,6639,95,8.9,Low,887,85691.08037802225,Fitness Tips,None,Young Professional,Wealth Creation,Low,0,0
3641630545,20,1381271,Alappuzha,ULIP,2691,94,7.5,Low,518,372748.5732932593,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,27,20310
5449608011,43,637169,Dharmavaram,Term Insurance,2373,60,7.3,Medium,637,83328.48380176388,Fitness Tips,None,Middle-Aged,Wealth Creation,Low,0,0
910814793120,53,1638250,Saharanpur,Term Insurance,9337,75,8.1,Medium,347,230461.2510671233,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,21,33241
8625241064,64,421616,Maheshtala,Term Insurance,7963,107,6.1,Low,480,50979.67896536094,Health Blogs,None,Retiree,Wealth Creation,Low,0,0
508900257,47,1045854,Mira-Bhayandar,Term Insurance,12576,86,7.6,Medium,667,216060.04032865132,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,1,28551
919378208590,22,1118728,Morbi,ULIP,12462,68,6.1,Medium,791,241474.3735998388,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,High,21,35734
3595037634,52,1821247,Loni,Term Insurance,7583,72,8.7,Low,459,429818.5309858434,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
9543113110,20,1791126,Darbhanga,ULIP,14675,87,3.3,Low,454,203945.08342802047,Retirement Planning,ULIP,Young Professional,Wealth Creation,Medium,8,46880
3536169433,20,1183270,Madhyamgram,ULIP,10873,86,7.0,Low,677,163432.25170641058,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,5,19605
6468681469,28,441136,Anantapur,ULIP,3024,99,6.4,Low,457,92101.23156338392,Health Blogs,None,Young Professional,Wealth Creation,Low,0,0
914265251003,36,1972267,Guntakal,Term Insurance,14141,78,7.2,Low,437,432806.1059834296,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,25,8048
7804994640,63,1866324,Navi Mumbai,Term Insurance,8126,99,8.5,Low,748,366738.17968880775,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,21,44607
8845781180,35,1624179,Guwahati,Term Insurance,10981,66,7.0,Medium,542,182437.92326234232,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,21,29142
917710487661,33,638356,Raebareli,Term Insurance,8297,96,10.9,Medium,765,127386.6931314096,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,8,45110
9935982074,67,910829,Barasat,Term Insurance,12239,104,4.9,Low,555,150775.67365993297,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,6,12708
3189679327,66,546396,Pali,Term Insurance,2004,66,4.6,Medium,609,146627.23972603568,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
914738493261,64,1011131,Belgaum,Term Insurance,12403,54,7.8,High,305,213339.93142637264,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
912837294729,28,1282799,Surat,ULIP,8828,68,6.3,High,538,138561.83778641268,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
5281504253,31,1020631,Bardhaman,Term Insurance,4207,98,7.1,Medium,586,154491.28729375108,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,14,12772
914733064794,66,1946157,Shivpuri,Term Insurance,14911,63,6.6,High,781,195465.05079407184,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,28,39057
8283534485,45,1686753,Mira-Bhayandar,Term Insurance,14680,74,7.3,High,888,309127.6415796368,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,High,28,11495
9900724540,62,1626199,Hospet,Term Insurance,9111,91,5.8,Low,329,419056.41753830994,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,1,14976
1553255156,68,647929,Aurangabad,Term Insurance,9183,63,4.8,Medium,387,106514.87792576176,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
916003466415,61,1932014,Navi Mumbai,Term Insurance,3205,69,8.6,Medium,371,315654.4208951051,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,9,30605
7499378385,53,1906792,Bettiah,Term Insurance,10963,63,7.6,High,555,562799.0363951076,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
913623337492,66,1165066,Jammu,Term Insurance,5197,67,11.6,High,466,137444.78859748816,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
5467978341,57,1513537,Machilipatnam,Term Insurance,14771,100,8.0,Low,786,409196.3898466416,Retirement Planning,Pension Plan,Retiree,Wealth Creation,High,15,24438
5984472821,53,1793556,Mira-Bhayandar,Term Insurance,11710,81,5.0,Low,874,313972.05316059984,Health Blogs,Term Insurance,Retiree,Wealth Creation,High,7,21839
919266841284,68,995044,Bidhannagar,Term Insurance,8521,72,8.7,High,779,157439.36944070976,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,2,29952
3143321033,26,548574,Rajpur Sonarpur,ULIP,7014,60,7.8,Medium,742,133318.4078967105,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,25,34285
912894327708,19,966526,Hazaribagh,ULIP,5506,82,7.1,Low,531,157879.48267965444,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,14,28210
914305739631,38,1541787,Guna,Term Insurance,8099,82,9.9,Medium,573,429361.2636030745,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
6987410522,25,1484917,Karnal,ULIP,5944,99,9.4,Low,452,235177.4664952812,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
5045533654,64,386899,Bhusawal,Term Insurance,12724,66,5.6,Medium,829,99394.24119479702,Health Blogs,Pension Plan,Retiree,Wealth Creation,Low,7,7538
917974703032,28,1936729,Tirupati,ULIP,7349,72,6.4,Low,330,513269.0994686645,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,10,12302
8176132976,28,934573,Coimbatore,ULIP,11026,60,7.1,Medium,829,194803.0890016568,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,24,43118
2624187745,33,1051241,Bhagalpur,Term Insurance,11986,91,3.5,Medium,576,189073.2749327227,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
2979011605,52,1220334,Mango,Term Insurance,13077,98,8.2,Low,833,364202.0819988769,Health Blogs,None,Retiree,Wealth Creation,High,0,0
914115521174,30,1029660,Kirari Suleman Nagar,Term Insurance,2164,67,6.8,High,766,297844.8467442756,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,High,1,39583
3000026373,37,1686372,Bilaspur,Term Insurance,3717,98,8.3,Low,837,359888.54884027084,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,High,7,32952
918726585331,45,1179364,Meerut,Term Insurance,8661,94,6.6,Low,646,210607.34559235064,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,2,10597
1927625339,31,679570,Munger,Term Insurance,3843,86,4.8,Medium,792,201397.77647602707,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,High,2,23430
7932370026,57,1258536,Dindigul,Term Insurance,4488,85,5.6,High,348,337921.06480611645,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
917984411319,24,1841152,Karnal,ULIP,6284,68,5.9,High,708,319074.082981776,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,23,8577
831715765,37,1747808,Sultan Pur Majra,Term Insurance,9318,65,8.4,Medium,811,213195.6740915659,Health Blogs,ULIP,Middle-Aged,Wealth Creation,High,1,31475
8324181137,46,1962295,Kochi,Term Insurance,4562,73,6.8,Low,718,580758.1476154767,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
5384698846,59,1240878,Sri Ganganagar,Term Insurance,2241,61,7.5,Medium,639,234008.56020311776,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
5189157277,22,576713,Ozhukarai,ULIP,3318,84,2.9,Low,672,62222.99833177392,Retirement Planning,ULIP,Young Professional,Wealth Creation,Low,11,46306
919000819014,46,1538400,Visakhapatnam,Term Insurance,8792,62,9.3,High,449,421226.8133305208,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,10,49936
916518868136,32,725790,Alappuzha,Term Insurance,11424,76,8.8,High,527,138949.95250592614,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,4,5862
913081733391,62,1004840,Aurangabad,Term Insurance,4876,93,9.0,Medium,648,156946.9342203204,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
917139766961,68,1563051,Chennai,Term Insurance,9130,60,6.3,Medium,645,231967.32795903692,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,26,18683
2540511613,56,1391925,Ambarnath,Term Insurance,2396,59,7.3,High,592,298547.3804669316,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,22,29772
6258252611,63,663572,Solapur,Term Insurance,7332,76,9.2,Low,430,106602.30558364914,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,16,23262
8792680902,23,993606,Bokaro,ULIP,14055,69,7.7,High,327,180822.20709055584,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,13,21121
2472556127,22,1511961,Rewa,ULIP,13973,83,5.5,Low,567,189997.1874858355,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
915635498590,63,1117207,Yamunanagar,Term Insurance,11017,99,6.9,Medium,392,213145.83953360605,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,9,34643
913527676133,36,910852,Jamshedpur,Term Insurance,3114,82,7.5,Low,551,199991.2676831819,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,20,29239
2840902642,51,699170,Alappuzha,Term Insurance,9498,87,9.7,Medium,623,171487.69978551372,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,9,43393
172040603,48,1412563,Chinsurah,Term Insurance,2130,77,6.0,High,430,173148.7633043129,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,29,19573
